629,259,14,13
629,259,14,13
630,259,14,13
630,260,15,13
631,260,14,13
632,260,14,13
632,261,15,13
633,261,14,13
634,261,14,13
634,262,15,13
635,262,15,13
636,262,14,13
636,263,15,13
637,263,15,13
638,263,14,13
638,264,15,13
639,264,15,13
640,264,14,13
640,265,15,13
641,265,15,13
642,266,15,13
642,266,15,13
643,266,15,13
644,266,14,13
644,266,15,13
645,266,15,13
646,266,14,13
647,266,14,13
647,266,15,13
648,266,14,13
649,266,14,13
650,267,14,13
650,267,14,13
650,267,14,13
650,267,15,13
651,267,14,13
651,267,14,13
651,267,15,13
652,267,14,13
652,268,14,13
652,268,15,13
653,268,14,13
653,268,14,13
653,268,15,13
653,268,15,13
654,268,14,13
654,269,15,13
654,269,15,13
655,269,14,13
655,269,15,13
655,269,15,13
656,269,14,13
656,269,15,13
656,269,15,13
656,270,15,13
657,270,15,13
657,270,15,13
657,270,15,13
658,270,15,13
658,270,15,13
658,270,15,13
659,271,15,13
659,271,15,13
659,271,15,13
659,271,15,13
659,271,15,13
660,272,15,13
660,272,15,13
660,272,15,13
660,272,15,13
660,272,15,13
661,273,15,13
661,273,15,13
661,273,15,13
661,273,15,13
661,273,15,13
662,274,15,13
662,274,15,13
662,274,15,13
662,274,15,13
662,274,15,13
663,275,15,13
663,275,15,13
663,275,15,13
663,275,15,13
663,275,15,13
664,276,15,13
664,276,15,13
664,276,15,13
664,276,15,13
664,276,15,13
665,277,15,13
665,277,15,13
665,277,15,13
665,277,15,13
665,277,15,13
665,278,15,13
665,278,15,13
665,278,15,13
665,278,15,13
665,279,15,13
665,279,15,13
665,279,15,13
665,279,15,13
665,280,15,13
665,280,15,13
665,280,15,13
665,280,15,13
666,281,15,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,13
666,281,14,14
665,280,15,14
665,280,15,14
665,280,15,14
665,280,15,14
665,280,15,14
665,280,15,13
665,280,15,13
665,279,15,14
665,279,15,14
665,279,15,14
665,279,15,14
665,279,15,13
665,279,15,13
665,279,15,13
665,278,15,14
665,278,15,14
665,278,15,14
665,278,15,13
665,278,15,13
665,278,15,13
665,278,15,13
665,277,15,14
665,277,15,14
665,277,15,13
665,277,15,13
665,277,15,13
665,277,15,13
665,277,15,13
665,276,15,14
665,276,15,13
665,276,15,13
665,276,15,13
665,276,15,13
665,276,15,13
665,276,15,13
665,275,15,13
665,275,15,13
665,275,16,13
666,275,15,13
666,275,16,13
666,274,16,14
667,274,15,14
667,274,16,14
667,274,16,14
668,274,16,14
667,274,16,14
667,274,16,14
667,274,16,14
667,274,16,14
667,274,16,14
667,274,16,14
666,274,17,14
666,274,17,14
666,274,17,14
666,274,17,14
666,274,17,14
666,274,17,14
666,275,17,14
666,274,17,14
666,274,17,14
666,274,17,14
666,274,17,14
666,274,17,14
666,274,17,14
666,273,17,15
666,273,17,15
666,273,17,14
667,273,17,14
667,273,17,14
667,273,17,14
667,273,17,14
667,272,17,15
667,272,17,15
667,272,17,15
667,272,17,14
667,272,17,14
667,272,17,14
668,272,17,14
668,271,17,15
668,271,17,15
668,271,17,15
668,271,17,15
668,271,17,14
668,271,17,14
668,270,17,15
668,270,17,15
668,270,17,15
669,270,17,15
669,270,17,15
669,270,17,15
669,270,17,14
669,269,17,15
669,269,17,15
669,269,17,15
669,269,17,15
669,269,17,15
669,269,17,15
670,269,17,15
670,268,17,15
670,268,17,15
670,267,17,15
670,267,17,15
670,266,17,16
670,266,17,15
670,266,17,15
670,265,17,16
670,265,18,15
670,264,18,16
671,264,17,16
671,263,17,16
671,263,17,16
671,263,17,15
671,262,17,16
671,262,17,16
671,261,18,16
671,261,18,16
671,260,18,17
671,260,18,16
671,260,18,16
672,259,17,17
672,259,17,16
672,258,17,17
672,258,18,16
672,257,18,17
672,257,18,17
672,257,18,16
672,256,18,17
672,256,18,17
672,255,18,17
672,255,18,17
673,255,18,17
672,255,18,17
672,255,18,17
672,255,18,17
672,255,18,17
672,255,18,17
672,255,18,18
672,255,18,18
672,256,18,17
672,256,18,17
671,256,19,17
671,256,19,18
671,256,19,18
671,256,19,18
671,256,19,18
671,257,19,17
671,257,19,18
671,257,19,18
671,257,19,18
670,257,19,18
670,257,19,18
670,257,19,19
670,258,19,18
670,258,19,18
670,258,19,18
670,258,19,18
670,258,19,19
670,258,19,19
669,258,20,19
669,259,20,18
669,259,20,18
669,259,20,19
669,259,20,19
669,259,20,19
669,259,20,19
669,259,20,19
669,260,20,19
668,260,21,19
668,260,21,19
668,260,21,20
668,260,21,20
668,260,21,20
668,261,21,20
668,261,22,20
668,261,22,21
668,262,22,20
668,262,23,20
668,262,23,21
668,263,23,20
668,263,23,21
668,263,24,21
668,264,24,20
668,264,24,21
668,264,25,21
668,265,25,21
668,265,25,21
668,266,26,21
668,266,26,21
668,266,27,21
668,267,28,21
668,267,28,21
668,267,29,22
668,268,30,21
668,268,30,22
668,268,31,22
669,269,31,22
669,269,31,22
669,269,32,23
669,270,33,22
669,270,34,22
669,270,34,23
669,271,35,22
669,271,36,23
670,271,35,23
670,272,36,23
670,272,37,23
670,272,37,24
670,273,38,23
670,273,39,24
670,273,40,24
670,274,40,23
671,274,40,24
671,274,41,24
671,275,41,24
671,275,42,24
671,275,43,25
671,276,43,24
671,276,44,25
671,276,45,25
672,277,45,25
672,277,45,25
672,277,45,26
672,278,46,26
672,278,46,27
672,278,47,27
672,279,47,27
672,279,47,28
672,280,48,28
672,280,48,28
672,280,49,29
672,281,49,29
672,281,49,30
672,281,50,30
672,282,50,30
672,282,51,31
672,283,51,31
672,283,51,31
672,283,52,32
672,284,52,32
672,284,53,33
672,284,53,33
672,285,53,33
672,285,54,34
672,286,54,34
672,286,55,34
672,286,55,35
672,287,55,35
